Segment ID,Station ID,Station Description,Start Date,Start Time,Start Depth,End Date,End Time,End Depth,Submitting Entity,Collecting Entity,Monitoring Type,Composite Category,Composite Type,Parameter Name,Parameter Code,GTLT,Value,RFA/Tag ID,Station Latitude,Station Longitude,Comments
1433,12511,O H IVIE RESERVOIR NEAR DAM,,,,11/20/1997,9:00,0.3,TEXAS COMMISSION ON ENVIRONMENTAL QUALITY,TCEQ REGIONAL OFFICE,Routine - Monitoring not intentionally targeted toward any environmental condition or event,,,"SPECIFIC CONDUCTANCE,FIELD (US/CM @ 25C)",94,,1710,R185375,31.49726,-99.67473,
1433,12511,O H IVIE RESERVOIR NEAR DAM,,,,11/20/1997,9:00,1,TEXAS COMMISSION ON ENVIRONMENTAL QUALITY,TCEQ REGIONAL OFFICE,Routine - Monitoring not intentionally targeted toward any environmental condition or event,,,"SPECIFIC CONDUCTANCE,FIELD (US/CM @ 25C)",94,,1710,PR25377,31.49726,-99.67473,
1433,12511,O H IVIE RESERVOIR NEAR DAM,,,,11/20/1997,9:00,2,TEXAS COMMISSION ON ENVIRONMENTAL QUALITY,TCEQ REGIONAL OFFICE,Routine - Monitoring not intentionally targeted toward any environmental condition or event,,,"SPECIFIC CONDUCTANCE,FIELD (US/CM @ 25C)",94,,1710,PR25378,31.49726,-99.67473,
1433,12511,O H IVIE RESERVOIR NEAR DAM,,,,3/10/1998,9:06,0.3,LOWER COLORADO RIVER AUTHORITY,COLORADO RIVER MUNICIPAL WATER DISTRICT,Routine - Monitoring not intentionally targeted toward any environmental condition or event,,,"SPECIFIC CONDUCTANCE,FIELD (US/CM @ 25C)",94,,1745,L700360,31.49726,-99.67473,
1433,12511,O H IVIE RESERVOIR NEAR DAM,,,,8/18/1998,11:36,0.3,LOWER COLORADO RIVER AUTHORITY,COLORADO RIVER MUNICIPAL WATER DISTRICT,Routine - Monitoring not intentionally targeted toward any environmental condition or event,,,"SPECIFIC CONDUCTANCE,FIELD (US/CM @ 25C)",94,,1796,L700363,31.49726,-99.67473,
1433,12511,O H IVIE RESERVOIR NEAR DAM,,,,9/2/1998,12:15,0.3,LOWER COLORADO RIVER AUTHORITY,COLORADO RIVER MUNICIPAL WATER DISTRICT,Routine - Monitoring not intentionally targeted toward any environmental condition or event,,,"SPECIFIC CONDUCTANCE,FIELD (US/CM @ 25C)",94,,6086,L700336,31.49726,-99.67473,
1433,12511,O H IVIE RESERVOIR NEAR DAM,,,,1/18/1999,9:20,1.68,LOWER COLORADO RIVER AUTHORITY,COLORADO RIVER MUNICIPAL WATER DISTRICT,Routine - Monitoring not intentionally targeted toward any environmental condition or event,,,"SPECIFIC CONDUCTANCE,FIELD (US/CM @ 25C)",94,,1978,L700187,31.49726,-99.67473,
1433,12511,O H IVIE RESERVOIR NEAR DAM,,,,1/18/1999,9:20,0.76,LOWER COLORADO RIVER AUTHORITY,COLORADO RIVER MUNICIPAL WATER DISTRICT,Routine - Monitoring not intentionally targeted toward any environmental condition or event,,,"SPECIFIC CONDUCTANCE,FIELD (US/CM @ 25C)",94,,1959,L700188,31.49726,-99.67473,
1433,12511,O H IVIE RESERVOIR NEAR DAM,,,,1/18/1999,9:20,0.3,LOWER COLORADO RIVER AUTHORITY,COLORADO RIVER MUNICIPAL WATER DISTRICT,Routine - Monitoring not intentionally targeted toward any environmental condition or event,,,"SPECIFIC CONDUCTANCE,FIELD (US/CM @ 25C)",94,,1981,L700189,31.49726,-99.67473,
1433,12511,O H IVIE RESERVOIR NEAR DAM,,,,8/19/1999,11:30,1.65,LOWER COLORADO RIVER AUTHORITY,COLORADO RIVER MUNICIPAL WATER DISTRICT,Routine - Monitoring not intentionally targeted toward any environmental condition or event,,,"SPECIFIC CONDUCTANCE,FIELD (US/CM @ 25C)",94,,2074,L700254,31.49726,-99.67473,
1433,12511,O H IVIE RESERVOIR NEAR DAM,,,,8/19/1999,11:30,0.76,LOWER COLORADO RIVER AUTHORITY,COLORADO RIVER MUNICIPAL WATER DISTRICT,Routine - Monitoring not intentionally targeted toward any environmental condition or event,,,"SPECIFIC CONDUCTANCE,FIELD (US/CM @ 25C)",94,,2077,L700255,31.49726,-99.67473,
1433,12511,O H IVIE RESERVOIR NEAR DAM,,,,8/19/1999,11:30,0.3,LOWER COLORADO RIVER AUTHORITY,COLORADO RIVER MUNICIPAL WATER DISTRICT,Routine - Monitoring not intentionally targeted toward any environmental condition or event,,,"SPECIFIC CONDUCTANCE,FIELD (US/CM @ 25C)",94,,2067,L700256,31.49726,-99.67473,
1433,12511,O H IVIE RESERVOIR NEAR DAM,,,,1/24/2000,10:18,1.52,LOWER COLORADO RIVER AUTHORITY,COLORADO RIVER MUNICIPAL WATER DISTRICT,Routine - Monitoring not intentionally targeted toward any environmental condition or event,,,"SPECIFIC CONDUCTANCE,FIELD (US/CM @ 25C)",94,,2239,L700855,31.49726,-99.67473,
1433,12511,O H IVIE RESERVOIR NEAR DAM,,,,1/24/2000,10:19,0.66,LOWER COLORADO RIVER AUTHORITY,COLORADO RIVER MUNICIPAL WATER DISTRICT,Routine - Monitoring not intentionally targeted toward any environmental condition or event,,,"SPECIFIC CONDUCTANCE,FIELD (US/CM @ 25C)",94,,2290,L700856,31.49726,-99.67473,
1433,12511,O H IVIE RESERVOIR NEAR DAM,,,,1/24/2000,10:20,0.36,LOWER COLORADO RIVER AUTHORITY,COLORADO RIVER MUNICIPAL WATER DISTRICT,Routine - Monitoring not intentionally targeted toward any environmental condition or event,,,"SPECIFIC CONDUCTANCE,FIELD (US/CM @ 25C)",94,,2287,L700857,31.49726,-99.67473,
1433,12511,O H IVIE RESERVOIR NEAR DAM,,,,8/8/2000,9:34,0.91,LOWER COLORADO RIVER AUTHORITY,COLORADO RIVER MUNICIPAL WATER DISTRICT,Routine - Monitoring not intentionally targeted toward any environmental condition or event,,,"SPECIFIC CONDUCTANCE,FIELD (US/CM @ 25C)",94,,2105,L701045,31.49726,-99.67473,
1433,12511,O H IVIE RESERVOIR NEAR DAM,,,,11/28/2000,9:00,0.3,TEXAS COMMISSION ON ENVIRONMENTAL QUALITY,TCEQ REGIONAL OFFICE,Routine - Monitoring not intentionally targeted toward any environmental condition or event,,,"SPECIFIC CONDUCTANCE,FIELD (US/CM @ 25C)",94,,1980,R194072,31.49726,-99.67473,
1433,12511,O H IVIE RESERVOIR NEAR DAM,,,,11/28/2000,9:00,1,TEXAS COMMISSION ON ENVIRONMENTAL QUALITY,TCEQ REGIONAL OFFICE,Routine - Monitoring not intentionally targeted toward any environmental condition or event,,,"SPECIFIC CONDUCTANCE,FIELD (US/CM @ 25C)",94,,1980,PR34073,31.49726,-99.67473,
1433,12511,O H IVIE RESERVOIR NEAR DAM,,,,11/28/2000,9:00,2,TEXAS COMMISSION ON ENVIRONMENTAL QUALITY,TCEQ REGIONAL OFFICE,Routine - Monitoring not intentionally targeted toward any environmental condition or event,,,"SPECIFIC CONDUCTANCE,FIELD (US/CM @ 25C)",94,,1990,PR34074,31.49726,-99.67473,
1433,12511,O H IVIE RESERVOIR NEAR DAM,,,,1/24/2001,8:27,1.49,LOWER COLORADO RIVER AUTHORITY,COLORADO RIVER MUNICIPAL WATER DISTRICT,Routine - Monitoring not intentionally targeted toward any environmental condition or event,,,"SPECIFIC CONDUCTANCE,FIELD (US/CM @ 25C)",94,,2111.3,L701150,31.49726,-99.67473,
1433,12511,O H IVIE RESERVOIR NEAR DAM,,,,7/24/2001,1:00,1,TEXAS COMMISSION ON ENVIRONMENTAL QUALITY,TCEQ REGIONAL OFFICE,Routine - Monitoring not intentionally targeted toward any environmental condition or event,,,"SPECIFIC CONDUCTANCE,FIELD (US/CM @ 25C)",94,,2130,PR40714,31.49726,-99.67473,
1433,12511,O H IVIE RESERVOIR NEAR DAM,,,,7/24/2001,1:00,2,TEXAS COMMISSION ON ENVIRONMENTAL QUALITY,TCEQ REGIONAL OFFICE,Routine - Monitoring not intentionally targeted toward any environmental condition or event,,,"SPECIFIC CONDUCTANCE,FIELD (US/CM @ 25C)",94,,2140,PR40715,31.49726,-99.67473,
1433,12511,O H IVIE RESERVOIR NEAR DAM,,,,7/24/2001,1:00,0.3,TEXAS COMMISSION ON ENVIRONMENTAL QUALITY,TCEQ REGIONAL OFFICE,Routine - Monitoring not intentionally targeted toward any environmental condition or event,,,"SPECIFIC CONDUCTANCE,FIELD (US/CM @ 25C)",94,,2140,R200713,31.49726,-99.67473,
1433,12511,O H IVIE RESERVOIR NEAR DAM,,,,8/16/2001,10:46,1.3,LOWER COLORADO RIVER AUTHORITY,COLORADO RIVER MUNICIPAL WATER DISTRICT,Routine - Monitoring not intentionally targeted toward any environmental condition or event,,,"SPECIFIC CONDUCTANCE,FIELD (US/CM @ 25C)",94,,2233,L701373,31.49726,-99.67473,
1433,12511,O H IVIE RESERVOIR NEAR DAM,,,,8/16/2001,10:48,0.324,LOWER COLORADO RIVER AUTHORITY,COLORADO RIVER MUNICIPAL WATER DISTRICT,Routine - Monitoring not intentionally targeted toward any environmental condition or event,,,"SPECIFIC CONDUCTANCE,FIELD (US/CM @ 25C)",94,,2232,L701372,31.49726,-99.67473,
1433,12511,O H IVIE RESERVOIR NEAR DAM,,,,1/10/2002,8:20,1.31,LOWER COLORADO RIVER AUTHORITY,COLORADO RIVER MUNICIPAL WATER DISTRICT,Routine - Monitoring not intentionally targeted toward any environmental condition or event,,,"SPECIFIC CONDUCTANCE,FIELD (US/CM @ 25C)",94,,2142,L701450,31.49726,-99.67473,
1433,12511,O H IVIE RESERVOIR NEAR DAM,,,,1/10/2002,8:22,0.37,LOWER COLORADO RIVER AUTHORITY,COLORADO RIVER MUNICIPAL WATER DISTRICT,Routine - Monitoring not intentionally targeted toward any environmental condition or event,,,"SPECIFIC CONDUCTANCE,FIELD (US/CM @ 25C)",94,,2142,L701600,31.49726,-99.67473,
1433,12511,O H IVIE RESERVOIR NEAR DAM,,,,1/29/2002,9:30,0.3,TEXAS COMMISSION ON ENVIRONMENTAL QUALITY,TCEQ REGIONAL OFFICE,Routine - Monitoring not intentionally targeted toward any environmental condition or event,,,"SPECIFIC CONDUCTANCE,FIELD (US/CM @ 25C)",94,,2122,R205672,31.49726,-99.67473,
1433,12511,O H IVIE RESERVOIR NEAR DAM,,,,1/29/2002,9:30,1,TEXAS COMMISSION ON ENVIRONMENTAL QUALITY,TCEQ REGIONAL OFFICE,Routine - Monitoring not intentionally targeted toward any environmental condition or event,,,"SPECIFIC CONDUCTANCE,FIELD (US/CM @ 25C)",94,,2127,PR45673,31.49726,-99.67473,
1433,12511,O H IVIE RESERVOIR NEAR DAM,,,,1/29/2002,9:30,2,TEXAS COMMISSION ON ENVIRONMENTAL QUALITY,TCEQ REGIONAL OFFICE,Routine - Monitoring not intentionally targeted toward any environmental condition or event,,,"SPECIFIC CONDUCTANCE,FIELD (US/CM @ 25C)",94,,2128,PR45674,31.49726,-99.67473,
1433,12511,O H IVIE RESERVOIR NEAR DAM,,,,6/6/2002,12:00,0.3,TEXAS COMMISSION ON ENVIRONMENTAL QUALITY,TCEQ REGIONAL OFFICE,Routine - Monitoring not intentionally targeted toward any environmental condition or event,,,"SPECIFIC CONDUCTANCE,FIELD (US/CM @ 25C)",94,,2353,R206410,31.49726,-99.67473,
1433,12511,O H IVIE RESERVOIR NEAR DAM,,,,6/6/2002,12:00,1,TEXAS COMMISSION ON ENVIRONMENTAL QUALITY,TCEQ REGIONAL OFFICE,Routine - Monitoring not intentionally targeted toward any environmental condition or event,,,"SPECIFIC CONDUCTANCE,FIELD (US/CM @ 25C)",94,,2354,PR46411,31.49726,-99.67473,
1433,12511,O H IVIE RESERVOIR NEAR DAM,,,,6/6/2002,12:00,2,TEXAS COMMISSION ON ENVIRONMENTAL QUALITY,TCEQ REGIONAL OFFICE,Routine - Monitoring not intentionally targeted toward any environmental condition or event,,,"SPECIFIC CONDUCTANCE,FIELD (US/CM @ 25C)",94,,2349,PR46412,31.49726,-99.67473,
1433,12511,O H IVIE RESERVOIR NEAR DAM,,,,8/1/2002,10:28,0.3,LOWER COLORADO RIVER AUTHORITY,COLORADO RIVER MUNICIPAL WATER DISTRICT,Routine - Monitoring not intentionally targeted toward any environmental condition or event,,,"SPECIFIC CONDUCTANCE,FIELD (US/CM @ 25C)",94,,2326,L702101,31.49726,-99.67473,
1433,12511,O H IVIE RESERVOIR NEAR DAM,,,,1/9/2003,8:32,0.34,LOWER COLORADO RIVER AUTHORITY,COLORADO RIVER MUNICIPAL WATER DISTRICT,Routine - Monitoring not intentionally targeted toward any environmental condition or event,,,"SPECIFIC CONDUCTANCE,FIELD (US/CM @ 25C)",94,,2281,L702278,31.49726,-99.67473,
1433,12511,O H IVIE RESERVOIR NEAR DAM,,,,3/4/2003,8:30,0.3,TEXAS COMMISSION ON ENVIRONMENTAL QUALITY,TCEQ REGIONAL OFFICE,Routine - Monitoring not intentionally targeted toward any environmental condition or event,,,"SPECIFIC CONDUCTANCE,FIELD (US/CM @ 25C)",94,,2240,R209909,31.49726,-99.67473,
1433,12511,O H IVIE RESERVOIR NEAR DAM,,,,3/4/2003,8:30,0.3,TEXAS COMMISSION ON ENVIRONMENTAL QUALITY,TCEQ REGIONAL OFFICE,Routine - Monitoring not intentionally targeted toward any environmental condition or event,,,"SPECIFIC CONDUCTANCE,FIELD (US/CM @ 25C)",94,,2240,R209660,31.49726,-99.67473,
1433,12511,O H IVIE RESERVOIR NEAR DAM,,,,3/4/2003,8:30,1,TEXAS COMMISSION ON ENVIRONMENTAL QUALITY,TCEQ REGIONAL OFFICE,Routine - Monitoring not intentionally targeted toward any environmental condition or event,,,"SPECIFIC CONDUCTANCE,FIELD (US/CM @ 25C)",94,,2240,PR49661,31.49726,-99.67473,
1433,12511,O H IVIE RESERVOIR NEAR DAM,,,,3/4/2003,8:30,2,TEXAS COMMISSION ON ENVIRONMENTAL QUALITY,TCEQ REGIONAL OFFICE,Routine - Monitoring not intentionally targeted toward any environmental condition or event,,,"SPECIFIC CONDUCTANCE,FIELD (US/CM @ 25C)",94,,2240,PR49662,31.49726,-99.67473,
1433,12511,O H IVIE RESERVOIR NEAR DAM,,,,7/9/2003,10:00,0.3,TEXAS COMMISSION ON ENVIRONMENTAL QUALITY,TCEQ REGIONAL OFFICE,Routine - Monitoring not intentionally targeted toward any environmental condition or event,,,"SPECIFIC CONDUCTANCE,FIELD (US/CM @ 25C)",94,,2300,R212588,31.49726,-99.67473,
1433,12511,O H IVIE RESERVOIR NEAR DAM,,,,7/9/2003,10:00,1,TEXAS COMMISSION ON ENVIRONMENTAL QUALITY,TCEQ REGIONAL OFFICE,Routine - Monitoring not intentionally targeted toward any environmental condition or event,,,"SPECIFIC CONDUCTANCE,FIELD (US/CM @ 25C)",94,,2300,PR52589,31.49726,-99.67473,
1433,12511,O H IVIE RESERVOIR NEAR DAM,,,,7/9/2003,10:00,2,TEXAS COMMISSION ON ENVIRONMENTAL QUALITY,TCEQ REGIONAL OFFICE,Routine - Monitoring not intentionally targeted toward any environmental condition or event,,,"SPECIFIC CONDUCTANCE,FIELD (US/CM @ 25C)",94,,2300,PR52590,31.49726,-99.67473,
1433,12511,O H IVIE RESERVOIR NEAR DAM,,,,8/12/2003,9:09,0.37,LOWER COLORADO RIVER AUTHORITY,COLORADO RIVER MUNICIPAL WATER DISTRICT,Routine - Monitoring not intentionally targeted toward any environmental condition or event,,,"SPECIFIC CONDUCTANCE,FIELD (US/CM @ 25C)",94,,2250,L702484,31.49726,-99.67473,
1433,12511,O H IVIE RESERVOIR NEAR DAM,,,,8/12/2003,9:07,1.04,LOWER COLORADO RIVER AUTHORITY,COLORADO RIVER MUNICIPAL WATER DISTRICT,Routine - Monitoring not intentionally targeted toward any environmental condition or event,,,"SPECIFIC CONDUCTANCE,FIELD (US/CM @ 25C)",94,,2250,L702485,31.49726,-99.67473,
1433,12511,O H IVIE RESERVOIR NEAR DAM,,,,1/8/2004,9:17,0.31,LOWER COLORADO RIVER AUTHORITY,COLORADO RIVER MUNICIPAL WATER DISTRICT,Routine - Monitoring not intentionally targeted toward any environmental condition or event,,,"SPECIFIC CONDUCTANCE,FIELD (US/CM @ 25C)",94,,2157,L702782,31.49726,-99.67473,
1433,12511,O H IVIE RESERVOIR NEAR DAM,,,,1/8/2004,9:15,0.63,LOWER COLORADO RIVER AUTHORITY,COLORADO RIVER MUNICIPAL WATER DISTRICT,Routine - Monitoring not intentionally targeted toward any environmental condition or event,,,"SPECIFIC CONDUCTANCE,FIELD (US/CM @ 25C)",94,,2156,L702783,31.49726,-99.67473,
1433,12511,O H IVIE RESERVOIR NEAR DAM,,,,1/8/2004,9:14,1.66,LOWER COLORADO RIVER AUTHORITY,COLORADO RIVER MUNICIPAL WATER DISTRICT,Routine - Monitoring not intentionally targeted toward any environmental condition or event,,,"SPECIFIC CONDUCTANCE,FIELD (US/CM @ 25C)",94,,2156,L702784,31.49726,-99.67473,
1433,12511,O H IVIE RESERVOIR NEAR DAM,,,,4/13/2004,11:00,0.3,TEXAS COMMISSION ON ENVIRONMENTAL QUALITY,TCEQ REGIONAL OFFICE,Routine - Monitoring not intentionally targeted toward any environmental condition or event,,,"SPECIFIC CONDUCTANCE,FIELD (US/CM @ 25C)",94,,2000,R218039,31.49726,-99.67473,
1433,12511,O H IVIE RESERVOIR NEAR DAM,,,,4/13/2004,11:00,1,TEXAS COMMISSION ON ENVIRONMENTAL QUALITY,TCEQ REGIONAL OFFICE,Routine - Monitoring not intentionally targeted toward any environmental condition or event,,,"SPECIFIC CONDUCTANCE,FIELD (US/CM @ 25C)",94,,2000,PR58040,31.49726,-99.67473,
1433,12511,O H IVIE RESERVOIR NEAR DAM,,,,4/13/2004,11:00,2,TEXAS COMMISSION ON ENVIRONMENTAL QUALITY,TCEQ REGIONAL OFFICE,Routine - Monitoring not intentionally targeted toward any environmental condition or event,,,"SPECIFIC CONDUCTANCE,FIELD (US/CM @ 25C)",94,,2000,PR58041,31.49726,-99.67473,
1433,12511,O H IVIE RESERVOIR NEAR DAM,,,,7/13/2004,10:00,0.3,TEXAS COMMISSION ON ENVIRONMENTAL QUALITY,TCEQ REGIONAL OFFICE,Routine - Monitoring not intentionally targeted toward any environmental condition or event,,,"SPECIFIC CONDUCTANCE,FIELD (US/CM @ 25C)",94,,2000,R219545,31.49726,-99.67473,
1433,12511,O H IVIE RESERVOIR NEAR DAM,,,,7/13/2004,10:00,1,TEXAS COMMISSION ON ENVIRONMENTAL QUALITY,TCEQ REGIONAL OFFICE,Routine - Monitoring not intentionally targeted toward any environmental condition or event,,,"SPECIFIC CONDUCTANCE,FIELD (US/CM @ 25C)",94,,2000,PR59546,31.49726,-99.67473,
1433,12511,O H IVIE RESERVOIR NEAR DAM,,,,7/13/2004,10:00,2,TEXAS COMMISSION ON ENVIRONMENTAL QUALITY,TCEQ REGIONAL OFFICE,Routine - Monitoring not intentionally targeted toward any environmental condition or event,,,"SPECIFIC CONDUCTANCE,FIELD (US/CM @ 25C)",94,,2000,PR59547,31.49726,-99.67473,
1433,12511,O H IVIE RESERVOIR NEAR DAM,,,,8/9/2004,8:49,0.3,LOWER COLORADO RIVER AUTHORITY,COLORADO RIVER MUNICIPAL WATER DISTRICT,Routine - Monitoring not intentionally targeted toward any environmental condition or event,,,"SPECIFIC CONDUCTANCE,FIELD (US/CM @ 25C)",94,,2085,L702993,31.49726,-99.67473,
1433,12511,O H IVIE RESERVOIR NEAR DAM,,,,8/9/2004,8:48,0.5,LOWER COLORADO RIVER AUTHORITY,COLORADO RIVER MUNICIPAL WATER DISTRICT,Routine - Monitoring not intentionally targeted toward any environmental condition or event,,,"SPECIFIC CONDUCTANCE,FIELD (US/CM @ 25C)",94,,2084,L702994,31.49726,-99.67473,
1433,12511,O H IVIE RESERVOIR NEAR DAM,,,,8/9/2004,8:46,1.5,LOWER COLORADO RIVER AUTHORITY,COLORADO RIVER MUNICIPAL WATER DISTRICT,Routine - Monitoring not intentionally targeted toward any environmental condition or event,,,"SPECIFIC CONDUCTANCE,FIELD (US/CM @ 25C)",94,,2083,L702995,31.49726,-99.67473,
1433,12511,O H IVIE RESERVOIR NEAR DAM,,,,1/11/2005,9:19,1.005,LOWER COLORADO RIVER AUTHORITY,COLORADO RIVER MUNICIPAL WATER DISTRICT,Routine - Monitoring not intentionally targeted toward any environmental condition or event,,,"SPECIFIC CONDUCTANCE,FIELD (US/CM @ 25C)",94,,1772,L703252,31.49726,-99.67473,
1433,12511,O H IVIE RESERVOIR NEAR DAM,,,,1/11/2005,9:20,0.341,LOWER COLORADO RIVER AUTHORITY,COLORADO RIVER MUNICIPAL WATER DISTRICT,Routine - Monitoring not intentionally targeted toward any environmental condition or event,,,"SPECIFIC CONDUCTANCE,FIELD (US/CM @ 25C)",94,,1775,L703253,31.49726,-99.67473,
1433,12511,O H IVIE RESERVOIR NEAR DAM,,,,1/11/2005,9:17,2.051,LOWER COLORADO RIVER AUTHORITY,COLORADO RIVER MUNICIPAL WATER DISTRICT,Routine - Monitoring not intentionally targeted toward any environmental condition or event,,,"SPECIFIC CONDUCTANCE,FIELD (US/CM @ 25C)",94,,1772,L703251,31.49726,-99.67473,
1433,12511,O H IVIE RESERVOIR NEAR DAM,,,,3/10/2005,10:30,0.3,TEXAS COMMISSION ON ENVIRONMENTAL QUALITY,TCEQ REGIONAL OFFICE,Routine - Monitoring not intentionally targeted toward any environmental condition or event,,,"SPECIFIC CONDUCTANCE,FIELD (US/CM @ 25C)",94,,1600,R225258,31.49726,-99.67473,
1433,12511,O H IVIE RESERVOIR NEAR DAM,,,,3/10/2005,10:30,1,TEXAS COMMISSION ON ENVIRONMENTAL QUALITY,TCEQ REGIONAL OFFICE,Routine - Monitoring not intentionally targeted toward any environmental condition or event,,,"SPECIFIC CONDUCTANCE,FIELD (US/CM @ 25C)",94,,1600,PR65259,31.49726,-99.67473,
1433,12511,O H IVIE RESERVOIR NEAR DAM,,,,3/10/2005,10:30,2,TEXAS COMMISSION ON ENVIRONMENTAL QUALITY,TCEQ REGIONAL OFFICE,Routine - Monitoring not intentionally targeted toward any environmental condition or event,,,"SPECIFIC CONDUCTANCE,FIELD (US/CM @ 25C)",94,,1600,PR65260,31.49726,-99.67473,
1433,12511,O H IVIE RESERVOIR NEAR DAM,,,,7/13/2005,1:00,0.3,TEXAS COMMISSION ON ENVIRONMENTAL QUALITY,TCEQ REGIONAL OFFICE,Routine - Monitoring not intentionally targeted toward any environmental condition or event,,,"SPECIFIC CONDUCTANCE,FIELD (US/CM @ 25C)",94,,1600,R229863,31.49726,-99.67473,
1433,12511,O H IVIE RESERVOIR NEAR DAM,,,,7/13/2005,1:00,1,TEXAS COMMISSION ON ENVIRONMENTAL QUALITY,TCEQ REGIONAL OFFICE,Routine - Monitoring not intentionally targeted toward any environmental condition or event,,,"SPECIFIC CONDUCTANCE,FIELD (US/CM @ 25C)",94,,1600,PR69866,31.49726,-99.67473,
1433,12511,O H IVIE RESERVOIR NEAR DAM,,,,7/13/2005,1:00,2,TEXAS COMMISSION ON ENVIRONMENTAL QUALITY,TCEQ REGIONAL OFFICE,Routine - Monitoring not intentionally targeted toward any environmental condition or event,,,"SPECIFIC CONDUCTANCE,FIELD (US/CM @ 25C)",94,,1600,PR69867,31.49726,-99.67473,
1433,12511,O H IVIE RESERVOIR NEAR DAM,,,,8/2/2005,9:22,0.302,LOWER COLORADO RIVER AUTHORITY,COLORADO RIVER MUNICIPAL WATER DISTRICT,Routine - Monitoring not intentionally targeted toward any environmental condition or event,,,"SPECIFIC CONDUCTANCE,FIELD (US/CM @ 25C)",94,,1562,L703418,31.49726,-99.67473,
1433,12511,O H IVIE RESERVOIR NEAR DAM,,,,8/2/2005,9:19,2.029,LOWER COLORADO RIVER AUTHORITY,COLORADO RIVER MUNICIPAL WATER DISTRICT,Routine - Monitoring not intentionally targeted toward any environmental condition or event,,,"SPECIFIC CONDUCTANCE,FIELD (US/CM @ 25C)",94,,1559,L703416,31.49726,-99.67473,
